Unit Id,Institution name,,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
161244,University of Maine at Machias,Percent of applicants admitted,-,-,-,-,-,85.4%,82.6%,78.5%,80.6%,73.8%,83.2%,91.6%,84.0%,83.4%,84.5%,81.6%,82.6%
161244,University of Maine at Machias,Percent of admitted who enrolled,-,-,-,-,-,26.9%,37.8%,42.8%,38.6%,38.4%,38.7%,32.1%,36.0%,38.5%,30.0%,38.5%,39.0%
161253,University of Maine,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
161253,University of Maine,Number of applicants,12457,13231,12952,11044,11552,8306,8093,7247,6786,7408,6993,6086,5702,5622,5540,5249,4811
161253,University of Maine,Number admitted,11503,12207,11625,10073,9539,6733,6289,5638,5435,5721,5402,4834,4580,4445,4204,4136,3854
161253,University of Maine,Number admitted who enrolled,2248,2299,2230,2047,2068,1997,1785,1783,1731,2082,1970,1898,1785,1702,1698,1764,1605
161253,University of Maine,Percent of applicants admitted,92.3%,92.3%,89.8%,91.2%,82.6%,81.1%,77.7%,77.8%,80.1%,77.2%,77.2%,79.4%,80.3%,79.1%,75.9%,78.8%,80.1%
161253,University of Maine,Percent of admitted who enrolled,19.5%,18.8%,19.2%,20.3%,21.7%,29.7%,28.4%,31.6%,31.8%,36.4%,36.5%,39.3%,39.0%,38.3%,40.4%,42.6%,41.6%
161299,Maine Maritime Academy,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
161299,Maine Maritime Academy,Number of applicants,1056,760,882,769,805,791,823,878,1028,871,578,578,820,540,702,658,625
161299,Maine Maritime Academy,Number admitted,581,605,666,501,633,517,545,563,561,543,388,400,534,384,483,449,225
161299,Maine Maritime Academy,Number admitted who enrolled,222,244,246,208,243,225,237,266,248,280,182,223,265,177,252,238,225
161299,Maine Maritime Academy,Percent of applicants admitted,55.0%,79.6%,75.5%,65.1%,78.6%,65.4%,66.2%,64.1%,54.6%,62.3%,67.1%,69.2%,65.1%,71.1%,68.8%,68.2%,36.0%
161299,Maine Maritime Academy,Percent of admitted who enrolled,38.2%,40.3%,36.9%,41.5%,38.4%,43.5%,43.5%,47.2%,44.2%,51.6%,46.9%,55.8%,49.6%,46.1%,52.2%,53.0%,100.0%
161341,University of Maine at Presque Isle,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2003,Fall 2002,Fall 2002
161341,University of Maine at Presque Isle,Number of applicants,801,1424,1491,1442,-,-,-,-,-,-,-,-,-,-,520,532,532
161341,University of Maine at Presque Isle,Number admitted,734,1359,1293,1112,-,-,-,-,-,-,-,-,-,-,454,243,459
161341,University of Maine at Presque Isle,Number admitted who enrolled,168,176,177,202,-,-,-,-,-,-,-,-,-,-,222,243,243
161341,University of Maine at Presque Isle,Percent of applicants admitted,91.6%,95.4%,86.7%,77.1%,-,-,-,-,-,-,-,-,-,-,87.3%,45.7%,86.3%
161341,University of Maine at Presque Isle,Percent of admitted who enrolled,22.9%,13.0%,13.7%,18.2%,-,-,-,-,-,-,-,-,-,-,48.9%,100.0%,52.9%
161554,University of Southern Maine,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
161554,University of Southern Maine,Number of applicants,4254,4339,4111,3402,3781,3902,4109,4351,4351,4139,4239,4041,3640,3601,3742,3585,3664
161554,University of Southern Maine,Number admitted,3634,3622,3299,2986,3174,3231,3286,3406,3406,3457,3456,3213,2828,2847,3100,2587,2741
161554,University of Southern Maine,Number admitted who enrolled,947,923,805,705,737,868,710,864,864,926,1055,973,955,993,943,957,1032
161554,University of Southern Maine,Percent of applicants admitted,85.4%,83.5%,80.2%,87.8%,83.9%,82.8%,80.0%,78.3%,78.3%,83.5%,81.5%,79.5%,77.7%,79.1%,82.8%,72.2%,74.8%
161554,University of Southern Maine,Percent of admitted who enrolled,26.1%,25.5%,24.4%,23.6%,23.2%,26.9%,21.6%,25.4%,25.4%,26.8%,30.5%,30.3%,33.8%,34.9%,30.4%,37.0%,37.7%
161873,University of Baltimore,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2007,Fall 2007,N/A,N/A,N/A,N/A,N/A
161873,University of Baltimore,Number of applicants,324,426,692,674,540,695,866,742,781,748,768,854,-,-,-,-,0
161873,University of Baltimore,Number admitted,254,345,342,355,335,507,563,240,455,488,386,292,-,-,-,-,0
161873,University of Baltimore,Number admitted who enrolled,76,129,176,141,243,251,437,189,185,203,172,151,-,-,-,-,0
161873,University of Baltimore,Percent of applicants admitted,78.4%,81.0%,49.4%,52.7%,62.0%,72.9%,65.0%,32.3%,58.3%,65.2%,50.3%,34.2%,-,-,-,-,0
161873,University of Baltimore,Percent of admitted who enrolled,29.9%,37.4%,51.5%,39.7%,72.5%,49.5%,77.6%,78.8%,40.7%,41.6%,44.6%,51.7%,-,-,-,-,0
162007,Bowie State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
162007,Bowie State University,Number of applicants,10601,10816,6735,2671,2953,3986,2642,3112,2782,3496,5099,4943,6445,5653,5443,3537,3153
162007,Bowie State University,Number admitted,4029,3894,2779,1535,1626,2063,1267,1555,1441,1696,4340,1978,4812,2605,2413,2281,1371
162007,Bowie State University,Number admitted who enrolled,909,1086,967,591,596,627,484,582,626,714,4340,831,4812,1226,649,771,593
162007,Bowie State University,Percent of applicants admitted,38.0%,36.0%,41.3%,57.5%,55.1%,51.8%,48.0%,50.0%,51.8%,48.5%,85.1%,40.0%,74.7%,46.1%,44.3%,64.5%,43.5%
162007,Bowie State University,Percent of admitted who enrolled,22.6%,27.9%,34.8%,38.5%,36.7%,30.4%,38.2%,37.4%,43.4%,42.1%,100.0%,42.0%,100.0%,47.1%,26.9%,33.8%,43.3%
162283,Coppin State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2010,Fall 2008,Fall 2007,Fall 2006,N/A,N/A,Fall 2003,Fall 2003,Fall 2002
162283,Coppin State University,Number of applicants,6156,6598,4612,4453,4372,5980,5741,3767,3767,5138,5593,3625,-,-,2845,2845,4306
162283,Coppin State University,Number admitted,2352,2409,1827,1656,1885,2123,1988,2016,2016,2197,1988,1666,-,-,1580,1580,1515
162283,Coppin State University,Number admitted who enrolled,408,411,393,258,303,446,528,547,547,610,590,556,-,-,621,621,617
162283,Coppin State University,Percent of applicants admitted,38.2%,36.5%,39.6%,37.2%,43.1%,35.5%,34.6%,53.5%,53.5%,42.8%,35.5%,46.0%,-,-,55.5%,55.5%,35.2%
162283,Coppin State University,Percent of admitted who enrolled,17.3%,17.1%,21.5%,15.6%,16.1%,21.0%,26.6%,27.1%,27.1%,27.8%,29.7%,33.4%,-,-,39.3%,39.3%,40.7%
162584,Frostburg State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
162584,Frostburg State University,Number of applicants,3061,3436,4228,3913,4252,3872,3951,4323,4454,4476,4497,4199,3810,3430,3679,3905,3768
162584,Frostburg State University,Number admitted,2397,2484,2652,2483,2488,2302,2340,2388,2592,2624,2687,2634,2653,2601,2649,3068,2651
162584,Frostburg State University,Number admitted who enrolled,737,774,831,933,958,895,814,826,1030,1032,1031,1063,1013,929,958,990,1002
162584,Frostburg State University,Percent of applicants admitted,78.3%,72.3%,62.7%,63.5%,58.5%,59.5%,59.2%,55.2%,58.2%,58.6%,59.8%,62.7%,69.6%,75.8%,72.0%,78.6%,70.4%
162584,Frostburg State University,Percent of admitted who enrolled,30.7%,31.2%,31.3%,37.6%,38.5%,38.9%,34.8%,34.6%,39.7%,39.3%,38.4%,40.4%,38.2%,35.7%,36.2%,32.3%,37.8%
163204,University of Maryland Global Campus,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
163204,University of Maryland Global Campus,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163204,University of Maryland Global Campus,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163204,University of Maryland Global Campus,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163204,University of Maryland Global Campus,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163204,University of Maryland Global Campus,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163259,"University of Maryland, Baltimore",Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
163259,"University of Maryland, Baltimore",Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163259,"University of Maryland, Baltimore",Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163259,"University of Maryland, Baltimore",Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163259,"University of Maryland, Baltimore",Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163259,"University of Maryland, Baltimore",Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
163268,University of Maryland-Baltimore County,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
163268,University of Maryland-Baltimore County,Number of applicants,11720,11201,10812,10629,10217,9755,8514,8099,6687,6049,5820,5836,5405,5229,5446,5501,5211
163268,University of Maryland-Baltimore County,Number admitted,6790,6744,6144,6316,6090,6160,5138,4925,4406,4168,4175,4024,3866,3735,3820,3167,3297
163268,University of Maryland-Baltimore County,Number admitted who enrolled,1794,1772,1538,1559,1629,1657,1560,1425,1499,1534,1569,1437,1429,1429,1420,1505,1368
163268,University of Maryland-Baltimore County,Percent of applicants admitted,57.9%,60.2%,56.8%,59.4%,59.6%,63.1%,60.3%,60.8%,65.9%,68.9%,71.7%,69.0%,71.5%,71.4%,70.1%,57.6%,63.3%
163268,University of Maryland-Baltimore County,Percent of admitted who enrolled,26.4%,26.3%,25.0%,24.7%,26.7%,26.9%,30.4%,28.9%,34.0%,36.8%,37.6%,35.7%,37.0%,38.3%,37.2%,47.5%,41.5%
163286,University of Maryland-College Park,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
163286,University of Maryland-College Park,Number of applicants,33497,33922,30291,28434,26340,26247,25326,26372,26147,28331,28054,24172,23546,22427,22292,25028,23117
163286,University of Maryland-College Park,Number admitted,15796,15096,14557,12760,12624,12333,11889,11815,11671,11870,10888,11370,10470,11001,11499,10679,10046
163286,University of Maryland-College Park,Number admitted who enrolled,4748,4156,4551,3959,4155,4020,3906,3994,3933,4202,3912,4236,3962,4212,4200,4063,3912
163286,University of Maryland-College Park,Percent of applicants admitted,47.2%,44.5%,48.1%,44.9%,47.9%,47.0%,46.9%,44.8%,44.6%,41.9%,38.8%,47.0%,44.5%,49.1%,51.6%,42.7%,43.5%
163286,University of Maryland-College Park,Percent of admitted who enrolled,30.1%,27.5%,31.3%,31.0%,32.9%,32.6%,32.9%,33.8%,33.7%,35.4%,35.9%,37.3%,37.8%,38.3%,36.5%,38.0%,38.9%
163338,University of Maryland Eastern Shore,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,N/A
163338,University of Maryland Eastern Shore,Number of applicants,4923,7827,10231,7249,4141,4073,4315,4201,4272,4176,4997,3595,2826,2807,2838,2813,0
163338,University of Maryland Eastern Shore,Number admitted,2664,3053,3928,3556,2537,2241,2444,2100,2172,2227,3153,2380,1871,1756,2165,2236,0
163338,University of Maryland Eastern Shore,Number admitted who enrolled,505,565,715,1020,769,610,886,756,949,881,1051,1181,1054,1048,1057,1036,0
163338,University of Maryland Eastern Shore,Percent of applicants admitted,54.1%,39.0%,38.4%,49.1%,61.3%,55.0%,56.6%,50.0%,50.8%,53.3%,63.1%,66.2%,66.2%,62.6%,76.3%,79.5%,0
163338,University of Maryland Eastern Shore,Percent of admitted who enrolled,19.0%,18.5%,18.2%,28.7%,30.3%,27.2%,36.3%,36.0%,43.7%,39.6%,33.3%,49.6%,56.3%,59.7%,48.8%,46.3%,0
163453,Morgan State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
163453,Morgan State University,Number of applicants,8631,7247,6116,5090,4808,4801,5051,6640,12154,9422,11883,9965,11506,11031,11393,9029,9136
163453,Morgan State University,Number admitted,5718,4618,3688,3396,3137,2764,2974,3287,3864,4089,4025,4184,2175,4069,3957,3658,3112
163453,Morgan State University,Number admitted who enrolled,1335,1204,1141,1168,1078,899,1037,1255,1290,1449,1321,1427,809,1394,1297,1311,1238
163453,Morgan State University,Percent of applicants admitted,66.2%,63.7%,60.3%,66.7%,65.2%,57.6%,58.9%,49.5%,31.8%,43.4%,33.9%,42.0%,18.9%,36.9%,34.7%,40.5%,34.1%
163453,Morgan State University,Percent of admitted who enrolled,23.3%,26.1%,30.9%,34.4%,34.4%,32.5%,34.9%,38.2%,33.4%,35.4%,32.8%,34.1%,37.2%,34.3%,32.8%,35.8%,39.8%
163851,Salisbury University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2002,Fall 2002
163851,Salisbury University,Number of applicants,8983,8171,8307,8360,8723,8912,8866,8021,7739,7525,7275,6593,5910,5296,5068,5298,5298
163851,Salisbury University,Number admitted,5585,5313,5477,5069,4771,4896,4676,4232,4129,4026,3856,1150,3238,3011,3114,2675,2675
163851,Salisbury University,Number admitted who enrolled,1289,1328,1329,1189,1150,1246,1232,1248,1250,1276,1199,1150,1033,958,986,900,900
163851,Salisbury University,Percent of applicants admitted,62.2%,65.0%,65.9%,60.6%,54.7%,54.9%,52.7%,52.8%,53.4%,53.5%,53.0%,17.4%,54.8%,56.9%,61.4%,50.5%,50.5%
163851,Salisbury University,Percent of admitted who enrolled,23.1%,25.0%,24.3%,23.5%,24.1%,25.4%,26.3%,29.5%,30.3%,31.7%,31.1%,100.0%,31.9%,31.8%,31.7%,33.6%,33.6%
163912,St. Mary's College of Maryland,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
163912,St. Mary's College of Maryland,Number of applicants,1700,1655,1767,1675,1874,1985,2398,2133,2411,2723,2351,2255,2200,2321,2262,1884,1447
163912,St. Mary's College of Maryland,Number admitted,1361,1364,1413,1320,1478,1430,1472,1393,1381,1411,1288,1271,1503,1329,1243,1116,1027
163912,St. Mary's College of Maryland,Number admitted who enrolled,376,342,334,394,379,419,446,443,488,456,464,429,488,431,421,426,456
163912,St. Mary's College of Maryland,Percent of applicants admitted,80.1%,82.4%,80.0%,78.8%,78.9%,72.0%,61.4%,65.3%,57.3%,51.8%,54.8%,56.4%,68.3%,57.3%,55.0%,59.2%,71.0%
163912,St. Mary's College of Maryland,Percent of admitted who enrolled,27.6%,25.1%,23.6%,29.8%,25.6%,29.3%,30.3%,31.8%,35.3%,32.3%,36.0%,33.8%,32.5%,32.4%,33.9%,38.2%,44.4%
164076,Towson University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
164076,Towson University,Number of applicants,11933,12747,11897,10947,18134,17750,18128,15880,15704,15423,15699,15144,13253,11746,10663,11606,10824
164076,Towson University,Number admitted,9427,9854,8773,8033,10738,10710,9462,8610,8954,9696,9609,9078,9150,7541,7169,5125,6263
164076,Towson University,Number admitted who enrolled,2996,2741,2755,2714,2712,2748,2464,2543,2431,2405,2832,2665,2696,2327,2097,1754,2209
164076,Towson University,Percent of applicants admitted,79.0%,77.3%,73.7%,73.4%,59.2%,60.3%,52.2%,54.2%,57.0%,62.9%,61.2%,59.9%,69.0%,64.2%,67.2%,44.2%,57.9%
164076,Towson University,Percent of admitted who enrolled,31.8%,27.8%,31.4%,33.8%,25.3%,25.7%,26.0%,29.5%,27.1%,24.8%,29.5%,29.4%,29.5%,30.9%,29.3%,34.2%,35.3%
164641,Bay State College,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,N/A,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
164641,Bay State College,Number of applicants,179,620,1866,-,1218,1764,-,874,1662,1548,751,749,561,1313,1414,1427,1384
164641,Bay State College,Number admitted,124,274,720,-,614,1031,-,664,957,1065,587,503,561,1120,1174,310,1384
164641,Bay State College,Number admitted who enrolled,42,53,178,-,248,239,0,258,358,782,407,503,561,313,310,310,307
164641,Bay State College,Percent of applicants admitted,69.3%,44.2%,38.6%,-,50.4%,58.4%,-,76.0%,57.6%,68.8%,78.2%,67.2%,100.0%,85.3%,83.0%,21.7%,100.0%
164641,Bay State College,Percent of admitted who enrolled,33.9%,19.3%,24.7%,-,40.4%,23.2%,-,38.9%,37.4%,73.4%,69.3%,100.0%,100.0%,27.9%,26.4%,100.0%,22.2%
165024,Bridgewater State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
165024,Bridgewater State University,Number of applicants,6806,6343,6007,5868,5799,5920,6170,6538,6989,7450,7226,6487,6490,5446,5924,5540,5252
165024,Bridgewater State University,Number admitted,6135,5097,4863,4736,4599,4653,4525,4549,4596,4569,4503,4507,4607,4369,4621,4005,3597
165024,Bridgewater State University,Number admitted who enrolled,1518,1506,1420,1528,1540,1476,1454,1494,1459,1482,1502,1584,1345,1332,1304,1304,1297
165024,Bridgewater State University,Percent of applicants admitted,90.1%,80.4%,81.0%,80.7%,79.3%,78.6%,73.3%,69.6%,65.8%,61.3%,62.3%,69.5%,71.0%,80.2%,78.0%,72.3%,68.5%
165024,Bridgewater State University,Percent of admitted who enrolled,24.7%,29.5%,29.2%,32.3%,33.5%,31.7%,32.1%,32.8%,31.7%,32.4%,33.4%,35.1%,29.2%,30.5%,28.2%,32.6%,36.1%
165820,Fitchburg State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
165820,Fitchburg State University,Number of applicants,3234,3608,3566,3998,3814,3528,3104,3492,3809,3651,3391,3224,3070,2906,3211,2718,2094
165820,Fitchburg State University,Number admitted,2810,2888,2662,2989,2758,2544,2163,2388,2456,2354,2230,2203,2059,1971,1929,1634,1273
165820,Fitchburg State University,Number admitted who enrolled,715,751,763,789,726,759,698,731,783,775,708,743,608,721,634,530,431
165820,Fitchburg State University,Percent of applicants admitted,86.9%,80.0%,74.6%,74.8%,72.3%,72.1%,69.7%,68.4%,64.5%,64.5%,65.8%,68.3%,67.1%,67.8%,60.1%,60.1%,60.8%
165820,Fitchburg State University,Percent of admitted who enrolled,25.4%,26.0%,28.7%,26.4%,26.3%,29.8%,32.3%,30.6%,31.9%,32.9%,31.7%,33.7%,29.5%,36.6%,32.9%,32.4%,33.9%
165866,Framingham State University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
165866,Framingham State University,Number of applicants,5706,6039,6201,4803,5210,5433,4909,3458,3458,3341,4319,3898,4208,3955,3803,4173,3994
165866,Framingham State University,Number admitted,4182,4113,4019,3401,3244,2807,2861,2265,2267,2145,2419,2208,2555,2518,2376,2319,2356
165866,Framingham State University,Number admitted who enrolled,767,764,749,855,808,826,924,722,723,725,651,639,719,667,653,625,740
165866,Framingham State University,Percent of applicants admitted,73.3%,68.1%,64.8%,70.8%,62.3%,51.7%,58.3%,65.5%,65.6%,64.2%,56.0%,56.6%,60.7%,63.7%,62.5%,55.6%,59.0%
165866,Framingham State University,Percent of admitted who enrolled,18.3%,18.6%,18.6%,25.1%,24.9%,29.4%,32.3%,31.9%,31.9%,33.8%,26.9%,28.9%,28.1%,26.5%,27.5%,27.0%,31.4%
166513,University of Massachusetts-Lowell,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2008,Fall 2007,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2002,Fall 2001
166513,University of Massachusetts-Lowell,Number of applicants,12187,11181,11321,10689,9394,9126,8033,7566,7284,5549,6342,5016,4546,4815,3931,4233,3286
166513,University of Massachusetts-Lowell,Number admitted,8754,7696,6857,6070,5825,5838,5282,4878,5359,4174,4513,3497,3178,1972,2598,2630,2284
166513,University of Massachusetts-Lowell,Number admitted who enrolled,2117,2039,1738,1633,1648,1648,1500,1438,1634,1528,1243,1296,1234,1087,1015,1020,979
166513,University of Massachusetts-Lowell,Percent of applicants admitted,71.8%,68.8%,60.6%,56.8%,62.0%,64.0%,65.8%,64.5%,73.6%,75.2%,71.2%,69.7%,69.9%,41.0%,66.1%,62.1%,69.5%
166513,University of Massachusetts-Lowell,Percent of admitted who enrolled,24.2%,26.5%,25.3%,26.9%,28.3%,28.2%,28.4%,29.5%,30.5%,36.6%,27.5%,37.1%,38.8%,55.1%,39.1%,38.8%,42.9%
166629,University of Massachusetts-Amherst,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
166629,University of Massachusetts-Amherst,Number of applicants,41690,42043,40822,40130,37296,36012,34479,32564,31030,29452,28931,27138,22451,20205,18166,16428,20449
