,Unit Id,School,Applicatin_Status,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
1523,157085,University of Kentucky,Percent of admitted who enrolled,27.8%,26.8%,27.5%,31.2%,34.7%,34.6%,39.9%,46.7%,46.3%,46.9%,47.3%,51.9%,47.2%,47.4%,48.5%,51.3%,45.4%
1524,157289,University of Louisville,Reporting period,,,,,,Fall 2013,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1525,157289,University of Louisville,Number of applicants,13851,10987,10404,9685,10604,9166,7892,7749,7755,7861,7280,6323,5712,5335,5284,5306,5814
1526,157289,University of Louisville,Number admitted,10032,8273,7550,6943,7832,6519,5738,5804,5625,5473,5109,4477,4515,4325,4189,4076,3955
1527,157289,University of Louisville,Number admitted who enrolled,2932,2796,2883,2797,2887,2857,2569,2561,2478,2609,2569,2443,2318,2358,2307,2318,2331
1528,157289,University of Louisville,Percent of applicants admitted,72.4%,75.3%,72.6%,71.7%,73.9%,71.1%,72.7%,74.9%,72.5%,69.6%,70.2%,70.8%,79.0%,81.1%,79.3%,76.8%,68.0%
1529,157289,University of Louisville,Percent of admitted who enrolled,29.2%,33.8%,38.2%,40.3%,36.9%,43.8%,44.8%,44.1%,44.1%,47.7%,50.3%,54.6%,51.3%,54.5%,55.1%,56.9%,58.9%
1530,157386,Morehead State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1531,157386,Morehead State University,Number of applicants,6739,5392,4327,4888,5236,5230,3342,2461,2768,5720,5257,4757,5092,5194,5183,5122,5171
1532,157386,Morehead State University,Number admitted,5341,4293,3702,4174,4421,4419,3099,2185,2181,3118,3740,3300,3528,3422,3686,3706,3767
1533,157386,Morehead State University,Number admitted who enrolled,1472,1346,1350,1461,1513,1649,1372,1180,1260,1338,1409,1306,1300,1284,1520,1546,1587
1534,157386,Morehead State University,Percent of applicants admitted,79.3%,79.6%,85.6%,85.4%,84.4%,84.5%,92.7%,88.8%,78.8%,54.5%,71.1%,69.4%,69.3%,65.9%,71.1%,72.4%,72.8%
1535,157386,Morehead State University,Percent of admitted who enrolled,27.6%,31.4%,36.5%,35.0%,34.2%,37.3%,44.3%,54.0%,57.8%,42.9%,37.7%,39.6%,36.8%,37.5%,41.2%,41.7%,42.1%
1536,157401,Murray State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1537,157401,Murray State University,Number of applicants,8256,6900,6479,4874,4760,4576,4282,4057,4233,3072,3108,2916,3057,2833,2972,2742,2743
1538,157401,Murray State University,Number admitted,6722,5980,5530,4416,3806,3760,3566,3305,3108,2629,2636,2416,2509,2382,2599,2421,2411
1539,157401,Murray State University,Number admitted who enrolled,1319,1443,1502,1468,1508,1626,1536,1390,1391,1311,1339,1276,1337,1313,1427,1425,1428
1540,157401,Murray State University,Percent of applicants admitted,81.4%,86.7%,85.4%,90.6%,80.0%,82.2%,83.3%,81.5%,73.4%,85.6%,84.8%,82.9%,82.1%,84.1%,87.4%,88.3%,87.9%
1541,157401,Murray State University,Percent of admitted who enrolled,19.6%,24.1%,27.2%,33.2%,39.6%,43.2%,43.1%,42.1%,44.8%,49.9%,50.8%,52.8%,53.3%,55.1%,54.9%,58.9%,59.2%
1542,157447,Northern Kentucky University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,,,
1543,157447,Northern Kentucky University,Number of applicants,5995,5852,6059,7397,6293,7064,7330,7202,7202,6887,5367,5535,5337,4317,-,-,0
1544,157447,Northern Kentucky University,Number admitted,5351,5289,5519,6797,5709,3299,4704,4772,4772,4767,4167,3912,3787,3242,-,-,0
1545,157447,Northern Kentucky University,Number admitted who enrolled,1980,2145,2148,2266,2193,2107,2271,2337,2294,2268,2183,2025,2016,1818,-,-,0
1546,157447,Northern Kentucky University,Percent of applicants admitted,89.3%,90.4%,91.1%,91.9%,90.7%,46.7%,64.2%,66.3%,66.3%,69.2%,77.6%,70.7%,71.0%,75.1%,-,-,0
1547,157447,Northern Kentucky University,Percent of admitted who enrolled,37.0%,40.6%,38.9%,33.3%,38.4%,63.9%,48.3%,49.0%,48.1%,47.6%,52.4%,51.8%,53.2%,56.1%,-,-,0
1554,157951,Western Kentucky University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,,Fall 2007,,Fall 2005,Fall 2004,Fall 2003,Fall 2001
1555,157951,Western Kentucky University,Number of applicants,9250,9804,9693,8957,8462,8526,8017,7993,7757,7409,-,6857,-,6784,6082,6372,5105
1556,157951,Western Kentucky University,Number admitted,8992,9358,9113,8303,7897,7871,7355,7393,7331,6976,-,6564,-,6224,5675,5926,4332
1557,157951,Western Kentucky University,Number admitted who enrolled,2934,3116,3192,3121,3136,3375,3385,3377,3387,3303,-,3121,-,3158,3211,3392,2713
1558,157951,Western Kentucky University,Percent of applicants admitted,97.2%,95.5%,94.0%,92.7%,93.3%,92.3%,91.7%,92.5%,94.5%,94.2%,-,95.7%,-,91.7%,93.3%,93.0%,84.9%
1559,157951,Western Kentucky University,Percent of admitted who enrolled,32.6%,33.3%,35.0%,37.6%,39.7%,42.9%,46.0%,45.7%,46.2%,47.3%,-,47.5%,-,50.7%,56.6%,57.2%,62.6%
1560,159009,Grambling State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,,,,,
1561,159009,Grambling State University,Number of applicants,3275,7232,6340,3584,2894,4545,5154,3656,4253,4399,6075,5957,-,-,-,-,0
1562,159009,Grambling State University,Number admitted,3103,3093,2862,1370,1272,1983,2170,2014,1322,1463,2287,1793,-,-,-,-,0
1563,159009,Grambling State University,Number admitted who enrolled,923,877,865,630,406,714,756,760,737,931,1215,1211,-,-,-,-,0
1564,159009,Grambling State University,Percent of applicants admitted,94.7%,42.8%,45.1%,38.2%,44.0%,43.6%,42.1%,55.1%,31.1%,33.3%,37.6%,30.1%,-,-,-,-,0
1565,159009,Grambling State University,Percent of admitted who enrolled,29.7%,28.4%,30.2%,46.0%,31.9%,36.0%,34.8%,37.7%,55.7%,63.6%,53.1%,67.5%,-,-,-,-,0
1578,159391,Louisiana State University and Agricultural & Mechanical College,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1579,159391,Louisiana State University and Agricultural & Mechanical College,Number of applicants,24280,17907,18122,17429,16580,16169,14818,18214,15917,15093,11452,10135,10825,11077,10147,10376,10536
1580,159391,Louisiana State University and Agricultural & Mechanical College,Number admitted,18024,13236,13843,13480,12706,12326,11789,13148,11012,11092,8332,7455,7927,8660,8171,7973,8336
1581,159391,Louisiana State University and Agricultural & Mechanical College,Number admitted who enrolled,5812,4917,5475,5624,5655,5725,5290,5481,4789,5141,4596,4508,4970,5700,5428,5262,5301
1582,159391,Louisiana State University and Agricultural & Mechanical College,Percent of applicants admitted,74.2%,73.9%,76.4%,77.3%,76.6%,76.2%,79.6%,72.2%,69.2%,73.5%,72.8%,73.6%,73.2%,78.2%,80.5%,76.8%,79.1%
1583,159391,Louisiana State University and Agricultural & Mechanical College,Percent of admitted who enrolled,32.2%,37.1%,39.6%,41.7%,44.5%,46.4%,44.9%,41.7%,43.5%,46.3%,55.2%,60.5%,62.7%,65.8%,66.4%,66.0%,63.6%
1590,159647,Louisiana Tech University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1591,159647,Louisiana Tech University,Number of applicants,7297,6952,7227,6378,5863,5077,4580,5271,4980,4734,4354,4362,4216,3519,3897,3768,3607
1592,159647,Louisiana Tech University,Number admitted,4602,4508,4567,4072,3813,3424,3243,3274,3029,2973,2817,2866,2949,2932,3368,3454,3335
1593,159647,Louisiana Tech University,Number admitted who enrolled,2186,1917,2018,1962,1853,1552,1307,1632,1600,1507,1557,1592,1706,1797,1914,2107,2060
1594,159647,Louisiana Tech University,Percent of applicants admitted,63.1%,64.8%,63.2%,63.8%,65.0%,67.4%,70.8%,62.1%,60.8%,62.8%,64.7%,65.7%,69.9%,83.3%,86.4%,91.7%,92.5%
1595,159647,Louisiana Tech University,Percent of admitted who enrolled,47.5%,42.5%,44.2%,48.2%,48.6%,45.3%,40.3%,49.8%,52.8%,50.7%,55.3%,55.5%,57.9%,61.3%,56.8%,61.0%,61.8%
1596,159717,McNeese State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1597,159717,McNeese State University,Number of applicants,3224,3300,3160,3002,2734,3624,2964,2778,2903,2859,2798,2267,2217,1985,2313,2183,2066
1598,159717,McNeese State University,Number admitted,2267,2054,2013,2463,2058,2229,2035,1903,1966,2210,2131,1768,1742,1629,2048,1927,1744
1599,159717,McNeese State University,Number admitted who enrolled,1373,1322,1244,1439,1260,1313,1383,1332,1317,1342,1336,1298,1316,1405,1673,1488,1361
1600,159717,McNeese State University,Percent of applicants admitted,70.3%,62.2%,63.7%,82.0%,75.3%,61.5%,68.7%,68.5%,67.7%,77.3%,76.2%,78.0%,78.6%,82.1%,88.5%,88.3%,84.4%
1601,159717,McNeese State University,Percent of admitted who enrolled,60.6%,64.4%,61.8%,58.4%,61.2%,58.9%,68.0%,70.0%,67.0%,60.7%,62.7%,73.4%,75.5%,86.2%,81.7%,77.2%,78.0%
1602,159939,University of New Orleans,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1603,159939,University of New Orleans,Number of applicants,4715,3736,3409,3932,3828,3197,3237,3353,3467,3794,3615,1767,2377,5258,6197,5467,5011
1604,159939,University of New Orleans,Number admitted,2700,2115,2047,2267,1668,1610,1592,1862,1933,2166,1998,1430,1855,3835,3928,3810,3318
1605,159939,University of New Orleans,Number admitted who enrolled,1019,960,876,922,865,860,883,1105,1066,1259,1214,1119,1001,2082,2043,2284,1974
1606,159939,University of New Orleans,Percent of applicants admitted,57.3%,56.6%,60.0%,57.7%,43.6%,50.4%,49.2%,55.5%,55.8%,57.1%,55.3%,80.9%,78.0%,72.9%,63.4%,69.7%,66.2%
1607,159939,University of New Orleans,Percent of admitted who enrolled,37.7%,45.4%,42.8%,40.7%,51.9%,53.4%,55.5%,59.3%,55.1%,58.1%,60.8%,78.3%,54.0%,54.3%,52.0%,59.9%,59.5%
1608,159966,Nicholls State University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,,,
1609,159966,Nicholls State University,Number of applicants,2651,2571,2734,2399,2424,2404,2336,2174,2579,1890,2420,2129,2075,2541,-,-,0
1610,159966,Nicholls State University,Number admitted,2484,2410,2260,2164,2142,2090,2144,1830,2007,1478,1993,1787,1815,2134,-,-,0
1611,159966,Nicholls State University,Number admitted who enrolled,1301,1218,1138,1212,1210,1243,1253,1135,1218,1247,1268,1202,1119,1301,-,-,0
1612,159966,Nicholls State University,Percent of applicants admitted,93.7%,93.7%,82.7%,90.2%,88.4%,86.9%,91.8%,84.2%,77.8%,78.2%,82.4%,83.9%,87.5%,84.0%,-,-,0
1613,159966,Nicholls State University,Percent of admitted who enrolled,52.4%,50.5%,50.4%,56.0%,56.5%,59.5%,58.4%,62.0%,60.7%,84.4%,63.6%,67.3%,61.7%,61.0%,-,-,0
1614,159993,University of Louisiana at Monroe,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1615,159993,University of Louisiana at Monroe,Number of applicants,4253,4035,4563,3417,3863,3454,2641,2043,2295,2702,2529,2758,2703,2762,2423,1405,1180
1616,159993,University of Louisiana at Monroe,Number admitted,3020,3045,3474,2995,2983,2668,2414,1878,1673,2003,1931,2272,2226,2454,2188,1387,1172
1617,159993,University of Louisiana at Monroe,Number admitted who enrolled,1308,1342,1366,1301,1235,1325,1323,1091,1030,1340,1187,1432,1461,1571,1548,1387,1172
1618,159993,University of Louisiana at Monroe,Percent of applicants admitted,71.0%,75.5%,76.1%,87.6%,77.2%,77.2%,91.4%,91.9%,72.9%,74.1%,76.4%,82.4%,82.4%,88.8%,90.3%,98.7%,99.3%
1619,159993,University of Louisiana at Monroe,Percent of admitted who enrolled,43.3%,44.1%,39.3%,43.4%,41.4%,49.7%,54.8%,58.1%,61.6%,66.9%,61.5%,63.0%,65.6%,64.0%,70.7%,100.0%,100.0%
1620,160038,Northwestern State University of Louisiana,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1621,160038,Northwestern State University of Louisiana,Number of applicants,4444,4409,5180,3231,3087,2812,3238,2756,2643,2785,2677,2891,2898,2852,3992,4389,3805
1622,160038,Northwestern State University of Louisiana,Number admitted,3643,3540,3201,2713,2253,2362,2750,2270,2200,2253,2214,2385,2522,2206,3620,4313,3805
1623,160038,Northwestern State University of Louisiana,Number admitted who enrolled,1560,1542,1462,1273,1192,1231,1370,1222,1135,1344,1236,1345,1382,1539,1980,2173,2162
1624,160038,Northwestern State University of Louisiana,Percent of applicants admitted,82.0%,80.3%,61.8%,84.0%,73.0%,84.0%,84.9%,82.4%,83.2%,80.9%,82.7%,82.5%,87.0%,77.3%,90.7%,98.3%,100.0%
1625,160038,Northwestern State University of Louisiana,Percent of admitted who enrolled,42.8%,43.6%,45.7%,46.9%,52.9%,52.1%,49.8%,53.8%,51.6%,59.7%,55.8%,56.4%,54.8%,69.8%,54.7%,50.4%,56.8%
1626,160612,Southeastern Louisiana University,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1627,160612,Southeastern Louisiana University,Number of applicants,4328,4451,4293,3718,3909,7657,6993,7207,7618,6778,6509,6385,6100,4354,4944,3373,3447
1628,160612,Southeastern Louisiana University,Number admitted,3879,3932,3748,3270,3273,3430,3191,3106,3227,3293,3311,3096,3391,2650,3113,3229,3141
1629,160612,Southeastern Louisiana University,Number admitted who enrolled,2665,2737,2616,2450,2431,2565,2479,2458,2589,2720,2726,2687,2855,2277,2527,2648,2590
1630,160612,Southeastern Louisiana University,Percent of applicants admitted,89.6%,88.3%,87.3%,88.0%,83.7%,44.8%,45.6%,43.1%,42.4%,48.6%,50.9%,48.5%,55.6%,60.9%,63.0%,95.7%,91.1%
1631,160612,Southeastern Louisiana University,Percent of admitted who enrolled,68.7%,69.6%,69.8%,74.9%,74.3%,74.8%,77.7%,79.1%,80.2%,82.6%,82.3%,86.8%,84.2%,85.9%,81.2%,82.0%,82.5%
1632,160621,Southern University and A & M College,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1633,160621,Southern University and A & M College,Number of applicants,11245,5307,3816,2505,3003,3721,2969,3289,4594,2943,3101,2508,4703,4692,4217,3626,3239
1634,160621,Southern University and A & M College,Number admitted,4188,2413,3770,1968,1611,1336,1243,1412,1701,1677,1711,1375,2479,2457,2872,1971,1438
1635,160621,Southern University and A & M College,Number admitted who enrolled,1340,1237,1071,1219,956,781,847,886,1010,1044,1129,1142,1502,1503,1357,1191,1220
1636,160621,Southern University and A & M College,Percent of applicants admitted,37.2%,45.5%,98.8%,78.6%,53.6%,35.9%,41.9%,42.9%,37.0%,57.0%,55.2%,54.8%,52.7%,52.4%,68.1%,54.4%,44.4%
1637,160621,Southern University and A & M College,Percent of admitted who enrolled,32.0%,51.3%,28.4%,61.9%,59.3%,58.5%,68.1%,62.7%,59.4%,62.3%,66.0%,83.1%,60.6%,61.2%,47.2%,60.4%,84.8%
1644,160658,University of Louisiana at Lafayette,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1645,160658,University of Louisiana at Lafayette,Number of applicants,9468,10436,11633,10897,9386,8506,9262,9062,8426,7584,7479,7203,7140,6309,5165,4766,4604
1646,160658,University of Louisiana at Lafayette,Number admitted,5301,5309,5945,6023,5237,5044,5591,5975,5635,5095,5074,5059,5219,4782,4388,4148,3887
1647,160658,University of Louisiana at Lafayette,Number admitted who enrolled,2733,2982,3024,3179,2922,2693,2728,2966,2955,2606,2629,2845,2914,2819,2785,2734,2527
1648,160658,University of Louisiana at Lafayette,Percent of applicants admitted,56.0%,50.9%,51.1%,55.3%,55.8%,59.3%,60.4%,65.9%,66.9%,67.2%,67.8%,70.2%,73.1%,75.8%,85.0%,87.0%,84.4%
1649,160658,University of Louisiana at Lafayette,Percent of admitted who enrolled,51.6%,56.2%,50.9%,52.8%,55.8%,53.4%,48.8%,49.6%,52.4%,51.1%,51.8%,56.2%,55.8%,59.0%,63.5%,65.9%,65.0%
1680,161253,University of Maine,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,Fall 2001
1681,161253,University of Maine,Number of applicants,12457,13231,12952,11044,11552,8306,8093,7247,6786,7408,6993,6086,5702,5622,5540,5249,4811
1682,161253,University of Maine,Number admitted,11503,12207,11625,10073,9539,6733,6289,5638,5435,5721,5402,4834,4580,4445,4204,4136,3854
1683,161253,University of Maine,Number admitted who enrolled,2248,2299,2230,2047,2068,1997,1785,1783,1731,2082,1970,1898,1785,1702,1698,1764,1605
1684,161253,University of Maine,Percent of applicants admitted,92.3%,92.3%,89.8%,91.2%,82.6%,81.1%,77.7%,77.8%,80.1%,77.2%,77.2%,79.4%,80.3%,79.1%,75.9%,78.8%,80.1%
1685,161253,University of Maine,Percent of admitted who enrolled,19.5%,18.8%,19.2%,20.3%,21.7%,29.7%,28.4%,31.6%,31.8%,36.4%,36.5%,39.3%,39.0%,38.3%,40.4%,42.6%,41.6%
1716,162283,Coppin State University,Reporting period,,,,,,Fall 2012,Fall 2011,Fall 2010,Fall 2010,Fall 2008,Fall 2007,Fall 2006,,,Fall 2003,Fall 2003,Fall 2002
1717,162283,Coppin State University,Number of applicants,6156,6598,4612,4453,4372,5980,5741,3767,3767,5138,5593,3625,-,-,2845,2845,4306
1718,162283,Coppin State University,Number admitted,2352,2409,1827,1656,1885,2123,1988,2016,2016,2197,1988,1666,-,-,1580,1580,1515
1719,162283,Coppin State University,Number admitted who enrolled,408,411,393,258,303,446,528,547,547,610,590,556,-,-,621,621,617
1720,162283,Coppin State University,Percent of applicants admitted,38.2%,36.5%,39.6%,37.2%,43.1%,35.5%,34.6%,53.5%,53.5%,42.8%,35.5%,46.0%,-,-,55.5%,55.5%,35.2%
1721,162283,Coppin State University,Percent of admitted who enrolled,17.3%,17.1%,21.5%,15.6%,16.1%,21.0%,26.6%,27.1%,27.1%,27.8%,29.7%,33.4%,-,-,39.3%,39.3%,40.7%
1740,163268,University of Maryland-Baltimore County,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1741,163268,University of Maryland-Baltimore County,Number of applicants,11720,11201,10812,10629,10217,9755,8514,8099,6687,6049,5820,5836,5405,5229,5446,5501,5211
1742,163268,University of Maryland-Baltimore County,Number admitted,6790,6744,6144,6316,6090,6160,5138,4925,4406,4168,4175,4024,3866,3735,3820,3167,3297
1743,163268,University of Maryland-Baltimore County,Number admitted who enrolled,1794,1772,1538,1559,1629,1657,1560,1425,1499,1534,1569,1437,1429,1429,1420,1505,1368
1744,163268,University of Maryland-Baltimore County,Percent of applicants admitted,57.9%,60.2%,56.8%,59.4%,59.6%,63.1%,60.3%,60.8%,65.9%,68.9%,71.7%,69.0%,71.5%,71.4%,70.1%,57.6%,63.3%
1745,163268,University of Maryland-Baltimore County,Percent of admitted who enrolled,26.4%,26.3%,25.0%,24.7%,26.7%,26.9%,30.4%,28.9%,34.0%,36.8%,37.6%,35.7%,37.0%,38.3%,37.2%,47.5%,41.5%
1746,163286,University of Maryland-College Park,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002
1747,163286,University of Maryland-College Park,Number of applicants,33497,33922,30291,28434,26340,26247,25326,26372,26147,28331,28054,24172,23546,22427,22292,25028,23117
1748,163286,University of Maryland-College Park,Number admitted,15796,15096,14557,12760,12624,12333,11889,11815,11671,11870,10888,11370,10470,11001,11499,10679,10046
1749,163286,University of Maryland-College Park,Number admitted who enrolled,4748,4156,4551,3959,4155,4020,3906,3994,3933,4202,3912,4236,3962,4212,4200,4063,3912
1750,163286,University of Maryland-College Park,Percent of applicants admitted,47.2%,44.5%,48.1%,44.9%,47.9%,47.0%,46.9%,44.8%,44.6%,41.9%,38.8%,47.0%,44.5%,49.1%,51.6%,42.7%,43.5%
1751,163286,University of Maryland-College Park,Percent of admitted who enrolled,30.1%,27.5%,31.3%,31.0%,32.9%,32.6%,32.9%,33.8%,33.7%,35.4%,35.9%,37.3%,37.8%,38.3%,36.5%,38.0%,38.9%
1752,163338,University of Maryland Eastern Shore,Reporting period,,,,,,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2006,Fall 2005,Fall 2004,Fall 2003,Fall 2002,
1753,163338,University of Maryland Eastern Shore,Number of applicants,4923,7827,10231,7249,4141,4073,4315,4201,4272,4176,4997,3595,2826,2807,2838,2813,0
1754,163338,University of Maryland Eastern Shore,Number admitted,2664,3053,3928,3556,2537,2241,2444,2100,2172,2227,3153,2380,1871,1756,2165,2236,0
1755,163338,University of Maryland Eastern Shore,Number admitted who enrolled,505,565,715,1020,769,610,886,756,949,881,1051,1181,1054,1048,1057,1036,0
1756,163338,University of Maryland Eastern Shore,Percent of applicants admitted,54.1%,39.0%,38.4%,49.1%,61.3%,55.0%,56.6%,50.0%,50.8%,53.3%,63.1%,66.2%,66.2%,62.6%,76.3%,79.5%,0
1757,163338,University of Maryland Eastern Shore,Percent of admitted who enrolled,19.0%,18.5%,18.2%,28.7%,30.3%,27.2%,36.3%,36.0%,43.7%,39.6%,33.3%,49.6%,56.3%,59.7%,48.8%,46.3%,0
